Customer_ID,Age,Gender,Membership,Total_Orders,Average_Order_Value,Total_Spend,Days_Since_Last_Purchase,Average_Orders_Per_Month,Wishlist_Items,Cart_Abandonment_Rate,Coupons_Used,Return_Rate,App_Sessions_Per_Month,Average_Session_Duration,Customer_Support_Tickets,Product_Categories_Purchased,Payment_Method,Preferred_Shopping_Time,Churn,Predicted_Churn,Churn_Probability,Customer_Segment,Recommendation,AI_Insights
CUST_01535,59,Male,Gold,14,773.77,10876.55,272,1.69,5,50.7,0,17.7,12,21.4,1,2,UPI,Evening,0,Yes,0.5166,2,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01536,35,Male,Platinum,76,2494.68,183105.44,310,2.32,3,56.5,31,18.7,9,16.1,3,11,Cash,Afternoon,0,No,0.0424,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01537,56,Female,Silver,10,496.75,5535.77,32,1.09,7,60.5,0,1.0,11,13.4,0,4,Credit Card,Night,0,No,0.0087,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01538,31,Male,Gold,23,1164.55,29253.29,46,0.47,3,74.9,4,61.1,4,11.8,2,4,Debit_Card,Afternoon,1,Yes,0.5875,0,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_01539,47,Female,Basic,21,544.98,11282.28,13,0.94,5,73.3,8,38.8,4,11.1,0,7,UPI,Night,0,No,0.2191,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01540,34,Female,Silver,28,609.42,16481.07,71,0.58,2,81.7,6,4.7,0,13.1,2,7,Credit Card,Afternoon,0,Yes,0.5129,3,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01541,32,Female,Gold,36,2158.84,72276.77,18,1.84,8,45.8,11,34.7,20,8.3,0,6,UPI,Afternoon,0,No,0.0075,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01542,18,Female,Basic,3,743.26,2432.01,39,0.19,3,52.5,2,14.4,0,12.9,2,1,UPI,Afternoon,0,Yes,0.634,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01543,44,Male,Gold,15,1288.59,19955.89,52,1.14,9,51.8,3,22.0,9,2.9,1,5,Cash,Night,0,No,0.0529,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01544,43,Female,Basic,6,842.2,5408.33,190,0.28,5,64.6,2,32.1,5,7.9,0,4,Debit_Card,Afternoon,1,Yes,0.9141,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01545,30,Other,Basic,1,333.72,312.84,62,0.05,4,83.4,0,0.2,2,9.0,0,2,UPI,Morning,0,Yes,0.7482,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01546,37,Female,Gold,11,643.14,7873.61,301,1.55,4,49.6,5,7.2,11,14.3,1,5,Cash,Afternoon,1,Yes,0.9092,2,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Increase repeat purchases through personalized product recommendations and bundle offers. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01547,51,Male,Platinum,72,1956.44,145561.96,309,2.45,8,40.9,23,25.9,20,16.2,2,15,UPI,Morning,0,No,0.0049,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01548,37,Female,Basic,27,665.83,16920.89,8,1.26,6,30.8,7,55.1,7,14.8,0,4,Debit_Card,Afternoon,0,No,0.0368,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01549,50,Female,Platinum,7,1097.17,7961.39,5,2.04,7,61.3,1,37.5,16,12.7,1,3,UPI,Morning,0,No,0.0145,2,Promote value-for-money products and introductory discounts. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01550,18,Male,Gold,24,1260.75,32408.67,0,1.02,2,54.3,8,4.0,11,2.4,0,8,Debit_Card,Night,0,No,0.0004,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01551,37,Female,Platinum,17,5025.95,94099.04,31,2.39,9,19.6,8,7.5,8,12.4,1,4,UPI,Evening,0,No,0.0003,1,"Recommend premium products and bonus loyalty rewards. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01552,37,Male,Gold,50,1582.6,79743.92,144,1.1,3,46.4,11,16.6,6,12.6,0,18,Debit_Card,Evening,0,No,0.0293,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Launch a win-back campaign with personalized offers and product recommendations. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01553,33,Female,Silver,14,1504.8,21363.39,3,0.96,2,63.3,5,22.5,11,6.2,0,4,UPI,Evening,0,No,0.0135,3,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01554,40,Male,Gold,2,1033.35,1967.61,17,1.84,5,39.0,0,72.4,16,12.3,3,3,Credit Card,Morning,0,No,0.0825,2,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01555,30,Female,Basic,3,797.25,2638.78,27,0.76,4,65.6,0,6.7,7,6.8,0,1,Debit_Card,Evening,0,No,0.0376,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01556,40,Male,Silver,41,728.77,26432.46,340,1.0,4,34.9,10,8.9,4,14.7,2,13,UPI,Night,1,No,0.2084,1,"Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01557,42,Female,Platinum,42,2250.9,83590.01,8,2.33,9,31.0,18,13.1,15,16.3,1,7,UPI,Morning,0,No,0.0007,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01558,47,Female,Basic,5,455.52,2044.76,40,0.47,2,49.3,0,9.7,7,6.8,1,1,UPI,Night,0,No,0.0696,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01559,59,Male,Platinum,42,1784.53,74107.35,156,2.05,6,57.8,15,3.0,17,19.4,1,14,Debit_Card,Evening,0,No,0.0055,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01560,28,Male,Basic,2,818.92,1643.69,46,0.28,0,54.4,2,18.6,1,9.5,2,1,Credit Card,Evening,1,No,0.3341,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_01561,56,Male,Gold,19,1322.86,26754.69,94,1.32,4,57.8,6,6.3,14,11.6,0,4,Credit Card,Night,0,No,0.0068,2,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01562,18,Male,Basic,12,1001.71,11075.16,365,1.0,2,57.3,4,1.6,7,11.0,0,5,Cash,Afternoon,1,Yes,0.9837,3,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01563,25,Female,Gold,12,2101.81,25209.78,153,1.18,1,64.4,3,37.8,14,14.6,3,3,Cash,Morning,1,Yes,0.7154,2,Send personalized email campaigns featuring relevant products and time-limited offers. Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Increase repeat purchases through personalized product recommendations and bundle offers. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01564,46,Female,Basic,15,1040.89,17146.79,84,0.39,4,62.8,5,3.5,6,17.1,0,4,Debit_Card,Afternoon,1,No,0.2619,3,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01565,66,Male,Gold,11,1800.15,17941.05,78,1.36,4,55.9,1,16.1,1,9.3,1,2,UPI,Night,0,No,0.0488,3,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01566,32,Female,Gold,14,1194.04,15588.95,34,1.53,0,85.3,4,16.2,19,11.7,2,3,Cash,Afternoon,0,No,0.0312,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01567,33,Male,Gold,18,1332.17,23187.4,18,1.4,5,63.5,2,1.6,6,6.7,0,3,Credit Card,Afternoon,0,No,0.0069,3,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01568,43,Female,Platinum,19,100.0,1723.31,5,2.25,9,35.0,8,25.1,25,12.2,0,5,Debit_Card,Afternoon,0,No,0.002,2,Promote value-for-money products and introductory discounts. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01569,43,Female,Basic,1,847.85,943.86,1,0.05,6,43.7,0,7.6,3,11.9,1,4,Debit_Card,Night,0,No,0.1387,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01570,34,Female,Platinum,4,3059.61,12313.54,1,1.95,5,60.9,3,17.3,7,2.1,3,1,UPI,Evening,0,No,0.0051,2,Promote value-for-money products and introductory discounts. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01571,34,Female,Gold,20,2120.31,39224.07,11,1.34,3,41.2,6,15.0,13,17.5,0,10,Debit_Card,Night,0,No,0.0023,2,Recommend premium products and bonus loyalty rewards. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01572,22,Other,Basic,4,868.67,3400.22,95,0.29,2,51.0,3,15.1,4,10.1,0,4,Credit Card,Night,0,Yes,0.518,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01573,46,Male,Basic,3,631.59,1885.24,151,0.38,1,67.0,2,65.5,4,17.0,1,1,UPI,Evening,1,Yes,0.9706,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01574,41,Female,Silver,16,1328.82,20441.08,176,1.0,7,60.7,8,25.9,2,7.4,1,2,Debit_Card,Afternoon,1,Yes,0.77,3,Send personalized email campaigns featuring relevant products and time-limited offers. Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01575,21,Female,Silver,27,1276.14,34025.46,14,1.56,5,50.6,9,35.9,15,13.7,0,7,Debit_Card,Evening,0,No,0.0142,2,Encourage higher spending through product bundles and seasonal offers. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01576,35,Male,Basic,2,702.27,1317.58,81,0.12,1,66.1,0,10.4,4,8.8,1,1,Credit Card,Morning,1,No,0.4262,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_01577,52,Female,Gold,66,1257.95,77736.01,1,1.3,3,52.8,20,12.6,8,6.3,1,16,Debit_Card,Evening,0,No,0.0009,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01578,56,Male,Basic,6,1294.51,7049.68,72,0.45,3,49.5,1,21.7,1,6.5,1,1,Credit Card,Morning,1,No,0.2109,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_01579,57,Male,Gold,7,1931.97,12482.98,5,1.46,4,63.3,1,4.7,5,16.9,1,3,Credit Card,Afternoon,0,No,0.0199,3,Promote value-for-money products and introductory discounts. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01580,45,Female,Basic,6,821.83,4817.87,65,0.49,3,74.9,1,3.3,11,10.7,0,2,UPI,Evening,0,No,0.1491,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01581,50,Male,Basic,4,1029.72,4366.33,95,0.14,3,66.8,1,3.9,0,9.2,0,3,Credit Card,Afternoon,0,Yes,0.627,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01582,38,Female,Basic,3,1013.64,3345.07,252,0.18,3,37.9,2,20.7,6,14.0,0,1,Debit_Card,Night,0,Yes,0.9486,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01583,27,Female,Basic,1,1197.51,1110.75,365,0.05,2,43.8,0,23.4,0,14.7,0,2,UPI,Afternoon,1,Yes,0.9993,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01584,50,Male,Gold,15,1180.45,17723.56,41,1.51,6,53.9,3,35.6,14,11.6,2,6,UPI,Night,0,No,0.1128,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01585,18,Female,Silver,10,828.2,8141.64,262,0.46,3,21.5,2,32.2,10,18.9,1,2,Credit Card,Evening,1,Yes,0.9602,3,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01586,37,Male,Basic,1,942.97,912.62,215,0.66,6,61.0,1,21.2,9,7.2,0,1,Cash,Afternoon,1,Yes,0.7613,0,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01587,39,Female,Silver,23,869.06,19499.02,109,1.07,8,44.8,5,29.9,8,12.5,1,7,UPI,Evening,0,No,0.305,2,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01588,41,Male,Silver,6,861.19,5018.86,334,0.64,2,97.5,3,6.2,2,15.7,2,2,UPI,Night,1,Yes,0.996,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01589,30,Female,Basic,4,694.29,2587.9,91,0.83,2,63.0,0,4.8,5,10.5,0,1,Credit Card,Evening,0,No,0.1181,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01590,37,Male,Platinum,8,4009.55,33203.32,13,1.97,5,39.2,2,8.3,17,9.7,0,2,UPI,Morning,0,No,0.0006,2,Encourage higher spending through product bundles and seasonal offers. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01591,57,Male,Basic,3,363.84,1034.31,20,0.93,2,36.0,1,17.3,12,7.9,1,2,UPI,Evening,0,No,0.0166,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01592,55,Female,Basic,2,942.57,1825.21,168,0.23,4,90.1,1,15.4,3,8.5,0,3,UPI,Night,1,Yes,0.9417,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01593,48,Male,Basic,2,692.66,1443.93,119,0.05,3,57.3,3,42.2,0,7.0,0,1,UPI,Night,0,Yes,0.8617,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01594,33,Female,Silver,57,606.17,30815.76,0,1.41,7,32.1,13,14.4,12,16.0,2,14,Credit Card,Evening,0,No,0.0018,1,"Encourage higher spending through product bundles and seasonal offers. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01595,49,Female,Silver,19,902.31,15317.83,14,0.85,4,58.7,6,26.6,1,8.7,1,2,Credit Card,Evening,0,No,0.0882,3,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01596,45,Female,Silver,30,1269.5,40365.04,15,0.89,4,57.4,8,17.7,8,15.1,1,5,UPI,Afternoon,0,No,0.1128,2,Recommend premium products and bonus loyalty rewards. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_01597,53,Female,Basic,1,861.28,920.12,365,0.05,3,61.7,0,14.6,3,9.7,0,1,UPI,Evening,1,Yes,0.9964,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01598,18,Male,Platinum,39,1384.17,59299.83,114,2.22,5,62.1,23,15.8,14,13.6,0,10,UPI,Afternoon,0,No,0.0063,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_01599,25,Male,Silver,4,784.17,3397.89,21,0.46,3,57.5,1,16.8,4,9.9,2,3,Debit_Card,Afternoon,0,No,0.3733,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01600,44,Male,Basic,2,574.69,1231.24,365,0.19,0,45.7,1,16.4,3,15.1,1,2,Cash,Afternoon,1,Yes,0.9977,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01601,32,Male,Silver,3,1447.16,4023.22,118,0.68,8,57.6,0,70.0,2,6.2,1,4,UPI,Afternoon,1,Yes,0.8923,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01602,21,Female,Basic,6,665.46,4375.39,81,0.76,5,64.5,2,3.2,5,13.3,1,3,UPI,Evening,1,No,0.4254,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01603,47,Male,Basic,10,540.11,5937.56,15,0.62,6,70.4,3,26.0,3,12.7,4,8,UPI,Night,0,No,0.0922,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01604,42,Male,Silver,8,1059.04,9216.11,58,0.87,4,34.6,4,8.4,0,7.7,1,4,Credit Card,Night,0,No,0.0434,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01605,18,Female,Silver,5,988.33,5424.98,365,0.63,3,56.3,2,36.8,10,16.0,0,2,Debit_Card,Night,1,Yes,0.9967,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01606,50,Female,Silver,13,1001.32,14474.43,5,0.67,3,61.2,6,43.5,11,7.2,1,2,Debit_Card,Morning,0,No,0.1386,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01607,46,Female,Basic,11,466.39,5064.96,187,0.61,2,87.6,1,6.6,10,5.6,1,3,UPI,Evening,0,Yes,0.728,0,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_01608,35,Female,Basic,3,525.91,1456.41,12,0.16,3,48.8,0,13.3,6,5.1,0,1,UPI,Morning,0,No,0.1075,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01609,37,Male,Basic,27,742.17,21406.57,35,0.99,4,62.9,10,13.1,7,12.7,0,6,UPI,Evening,0,No,0.1608,3,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_01610,54,Male,Basic,1,705.49,739.77,51,0.05,2,50.1,0,10.0,0,10.6,0,2,UPI,Morning,0,No,0.4194,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
